SITE_ID,SAMPLE_ID,VISIT_NO,INDXSAMP_LDC,SAMPLE_TYPE,SAMPLE_CATEGORY,PRIMESEDT,LDC_ADJ
NLA06608-1719,514007,1,YES,SEDT,P,1,-24.58987408
NLA06608-1719,514008,1,YES,SEDB,P,,-35.79964637
NLA06608-1723,505817,1,YES,SEDT,P,1,-33.84599371
NLA06608-1724,503387,1,YES,SEDT,P,1,-22.05821114
NLA06608-1733,503117,1,YES,SEDT,P,1,-14.71167962
NLA06608-1733,503118,1,YES,SEDB,P,,-11.65184009
NLA06608-1735,517197,1,YES,SEDT,P,1,29.90075167
NLA06608-1735,517198,1,YES,SEDB,P,,28.37696213
NLA06608-1736,507837,1,YES,SEDT,P,1,-18.44005131
NLA06608-1736,507838,1,YES,SEDB,P,,-13.11530329
NLA06608-1740,506837,1,YES,SEDT,P,1,-22.25432825
NLA06608-1741,505088,1,YES,SEDT,P,1,1.100640937
NLA06608-1741,505087,1,YES,SEDB,P,,11.72961322
NLA06608-1742,508098,1,YES,SEDT,P,1,-0.546059139
NLA06608-1742,508097,1,YES,SEDB,P,,-2.881565707
NLA06608-1748,507447,1,YES,SEDT,P,1,15.13371605
NLA06608-1753,511047,1,YES,SEDT,P,1,12.50966187
NLA06608-1753,511048,1,YES,SEDB,P,,15.2089611
NLA06608-1755,513527,1,YES,SEDT,P,1,-19.28497345
NLA06608-1755,513528,1,YES,SEDB,P,,-15.49146892
NLA06608-1758,507817,1,YES,SEDT,P,1,-3.048271037
NLA06608-1758,507818,1,YES,SEDB,P,,-8.043588805
NLA06608-1771,511677,1,YES,SEDT,P,1,-12.38352738
NLA06608-1771,511678,1,YES,SEDB,P,,-15.34544194
NLA06608-1775,515757,1,YES,SEDT,P,1,-17.99399059
NLA06608-1782,510567,1,YES,SEDT,P,1,-25.81664582
NLA06608-1782,510568,1,YES,SEDB,P,,-21.93260465
NLA06608-1789,517877,1,YES,SEDT,P,1,-13.41001028
NLA06608-1791,508277,1,YES,SEDT,P,1,-18.90521154
NLA06608-1793,510277,1,YES,SEDT,P,1,20.27682382
NLA06608-1793,510278,1,YES,SEDB,P,,6.062476362
NLA06608-1800,517687,1,YES,SEDT,P,1,8.6440807
NLA06608-1800,517688,1,YES,SEDB,P,,10.98373726
NLA06608-1802,510797,1,YES,SEDT,P,1,-7.309072833
NLA06608-1804,502687,1,YES,SEDT,P,1,-21.95507387
NLA06608-1808,503767,1,YES,SEDT,P,1,22.13989611
NLA06608-1810,508117,1,YES,SEDT,P,1,-12.73192955
NLA06608-1811,514237,1,YES,SEDT,P,1,-19.89867016
NLA06608-1811,514238,1,YES,SEDB,P,,-18.85110177
NLA06608-1812,515577,1,YES,SEDT,P,1,-19.88219522
NLA06608-1818,510527,1,YES,SEDT,P,1,3.693308626
NLA06608-1818,510528,1,YES,SEDB,P,,1.614546521
NLA06608-1821,507097,1,YES,SEDT,P,1,0.372723693
NLA06608-1824,512317,1,YES,SEDT,P,1,-9.522787023
NLA06608-1825,511497,1,YES,SEDT,P,1,-27.0068576
NLA06608-1825,511498,1,YES,SEDB,P,,-3.798615982
NLA06608-1835,507546,1,NO,ZOOF,P,,-1.254115572
NLA06608-1835,507547,1,YES,SEDT,P,1,-17.98819668
NLA06608-1835,507548,1,YES,SEDB,P,,-14.7111127
NLA06608-1836,509217,1,YES,SEDT,P,1,-16.90424105
NLA06608-1836,509218,1,YES,SEDB,P,,-11.60258297
NLA06608-1839,509687,1,YES,SEDT,P,1,16.34215073
NLA06608-1840,509487,1,YES,SEDT,P,1,-17.52012921
NLA06608-1851,505077,1,YES,SEDT,P,1,8.683007963
NLA06608-1856,504137,1,YES,SEDT,P,1,-19.88148712
NLA06608-1857,504117,1,YES,SEDT,P,1,-2.87776074
NLA06608-1857,504118,1,YES,SEDB,P,,0.285215364
NLA06608-1861,507197,1,YES,SEDT,P,1,-24.57702118
NLA06608-1861,507198,1,YES,SEDB,P,,-25.05959837
NLA06608-1862,510827,1,YES,SEDT,P,1,4.283938317
NLA06608-1863,517167,1,YES,SEDT,P,1,1.428051177
NLA06608-1866,509287,1,YES,SEDT,P,1,-0.307237595
NLA06608-1867,512827,1,YES,SEDT,P,1,-20.80898226
NLA06608-1867,512828,1,YES,SEDB,P,,-17.85367296
NLA06608-1868,513927,1,YES,SEDT,P,1,-35.99444646
NLA06608-1871,507277,1,YES,SEDT,P,1,-1.274853661
NLA06608-1873,517677,1,YES,SEDT,P,1,-13.8567086
NLA06608-1874,504067,1,YES,SEDT,P,1,2.116012562
NLA06608-1879,512417,1,YES,SEDT,P,1,-22.86212923
NLA06608-1879,512418,1,YES,SEDB,P,,-17.21608181
NLA06608-1884,507527,1,YES,SEDT,P,1,-9.536250921
NLA06608-1893,504817,1,YES,SEDT,P,1,-0.889913305
NLA06608-1894,508237,1,YES,SEDT,P,1,-6.099644309
NLA06608-1894,508238,1,YES,SEDB,P,,-14.52781887
NLA06608-1906,513857,1,YES,SEDT,P,1,-4.83658612
NLA06608-1906,513858,1,YES,SEDB,P,,-2.673901306
NLA06608-1908,509407,1,YES,SEDT,P,1,-2.101732591
NLA06608-1910,510697,1,YES,SEDT,P,1,7.47656703
NLA06608-1910,510698,1,YES,SEDB,P,,-11.40872779
NLA06608-1930,507207,1,YES,SEDT,P,1,-2.650225512
NLA06608-1936,512067,1,YES,SEDT,P,1,-17.53279915
NLA06608-1948,509147,1,YES,SEDT,P,1,-33.29073959
NLA06608-1948,509148,1,YES,SEDB,P,,-28.07188995
NLA06608-1953,508207,1,YES,SEDT,P,1,-1.981767182
NLA06608-1953,508208,1,YES,SEDB,P,,-1.490588897
NLA06608-1958,509807,1,YES,SEDT,P,1,-4.948951803
NLA06608-1960,513547,1,YES,SEDT,P,1,-12.03987769
NLA06608-1968,504297,1,YES,SEDT,P,1,-17.50788921
NLA06608-1975,513767,1,YES,SEDT,P,1,-19.25068001
NLA06608-1975,513768,1,YES,SEDB,P,,-31.36893894
NLA06608-1985,507747,1,YES,SEDT,P,1,-10.4122911
NLA06608-1985,507748,1,YES,SEDB,P,,-3.912233719
NLA06608-1989,512687,1,YES,SEDT,P,1,1.719348728
NLA06608-1992,514787,1,YES,SEDT,P,1,-5.248623351
NLA06608-1998,513407,1,YES,SEDT,P,1,8.924382628
NLA06608-1998,513408,1,YES,SEDB,P,,10.83382738
NLA06608-1998,515537,2,NO,SEDT,P,,8.683013178
NLA06608-1998,515538,2,NO,SEDB,P,,4.56392959
NLA06608-2007,506708,1,YES,SEDT,P,1,-41.37110914
NLA06608-2007,506707,1,YES,SEDB,P,,-20.32005259
NLA06608-2010,505527,1,YES,SEDT,P,1,9.112612655
NLA06608-2027,505957,1,YES,SEDT,P,1,-17.00872366
NLA06608-2036,508037,1,YES,SEDT,P,1,-39.01320775
NLA06608-2036,508038,1,YES,SEDB,P,,-17.63024689
NLA06608-2037,502247,1,YES,SEDT,P,1,5.462121139
NLA06608-2037,502248,1,YES,SEDB,P,,0.823762853
NLA06608-2039,513477,1,YES,SEDT,P,1,-15.93544034
NLA06608-2049,509537,1,YES,SEDT,P,1,-4.84619933
NLA06608-2049,509538,1,YES,SEDB,P,,4.402039673
NLA06608-2056,513437,1,YES,SEDT,P,1,-21.83204412
NLA06608-2072,514607,1,YES,SEDT,P,1,3.065749503
NLA06608-2074,503107,1,YES,SEDT,P,1,-5.082105101
NLA06608-2076,503777,1,YES,SEDT,P,1,20.24731419
NLA06608-2078,510247,1,YES,SEDT,P,1,9.214960579
NLA06608-2078,510248,1,YES,SEDB,P,,6.381231049
NLA06608-2082,517277,1,YES,SEDT,P,1,-0.058387791
NLA06608-2086,517307,1,YES,SEDT,P,1,3.147678411
NLA06608-2086,517308,1,YES,SEDB,P,,-7.329177456
NLA06608-2087,504017,1,YES,SEDT,P,1,-50.3433434
NLA06608-2087,504018,1,YES,SEDB,P,,-47.38805197
NLA06608-2092,510727,1,YES,SEDT,P,1,12.25868286
NLA06608-2094,514317,1,YES,SEDT,P,1,3.661615949
NLA06608-2095,513167,1,YES,SEDT,P,1,0.056323501
NLA06608-2103,514047,1,YES,SEDT,P,1,-29.50077444
NLA06608-2103,514048,1,YES,SEDB,P,,-24.30232744
NLA06608-2114,507107,1,YES,SEDT,P,1,4.255165191
NLA06608-2117,503187,1,YES,SEDT,P,1,-15.63308652
NLA06608-2117,503188,1,YES,SEDB,P,,-16.46781437
NLA06608-2120,511827,1,YES,SEDT,P,1,-3.034087001
NLA06608-2123,510087,1,YES,SEDT,P,1,-40.26288733
NLA06608-2123,510088,1,YES,SEDB,P,,-27.43140772
NLA06608-2131,514967,1,YES,SEDT,P,1,-27.52903337
NLA06608-2131,514968,1,YES,SEDB,P,,-27.01272605
NLA06608-2135,511317,1,YES,SEDT,P,1,-42.32172271
NLA06608-2135,511318,1,YES,SEDB,P,,-26.15908367
NLA06608-2154,506907,1,YES,SEDT,P,1,-15.1680946
NLA06608-2155,511517,1,YES,SEDT,P,1,-9.51994036
NLA06608-2155,511518,1,YES,SEDB,P,,-0.912214081
NLA06608-2162,505488,1,YES,SEDT,P,1,6.782601194
NLA06608-2162,505487,1,YES,SEDB,P,,3.570862817
NLA06608-2170,513777,1,YES,SEDT,P,1,-16.95470454
NLA06608-2170,513778,1,YES,SEDB,P,,-33.60277759
NLA06608-2177,510197,1,YES,SEDT,P,1,-13.19822023
NLA06608-2177,510198,1,YES,SEDB,P,,-11.41508635
NLA06608-2185,505867,1,YES,SEDT,P,1,0.810227542
NLA06608-2185,505868,1,YES,SEDB,P,,4.478871665
NLA06608-2187,505987,1,YES,SEDT,P,1,-8.527632158
NLA06608-2193,513317,1,YES,SEDT,P,1,8.828110989
NLA06608-2193,513318,1,YES,SEDB,P,,-1.888327826
NLA06608-2196,511377,1,YES,SEDT,P,1,-22.4807292
NLA06608-2219,506667,1,YES,SEDT,P,1,-29.67315884
NLA06608-2241,516547,1,YES,SEDT,P,1,14.84261461
NLA06608-2241,516548,1,YES,SEDB,P,,12.88444513
NLA06608-2250,513717,1,YES,SEDT,P,1,-5.799099981
NLA06608-2250,513718,1,YES,SEDB,P,,-7.945058721
NLA06608-2253,505117,1,YES,SEDT,P,1,2.325909253
NLA06608-2253,505118,1,YES,SEDB,P,,9.85559879
NLA06608-2257,517697,1,YES,SEDT,P,1,12.8764374
NLA06608-2257,517698,1,YES,SEDB,P,,19.64200234
NLA06608-2266,502157,1,YES,SEDT,P,1,19.09925595
NLA06608-2267,513027,1,YES,SEDT,P,1,-16.58075914
NLA06608-2267,513028,1,YES,SEDB,P,,-14.14114001
NLA06608-2283,514987,1,YES,SEDT,P,1,-11.81172798
NLA06608-2283,514988,1,YES,SEDB,P,,-18.64946783
NLA06608-2305,506067,1,YES,SEDT,P,1,6.394884601
NLA06608-2305,506068,1,YES,SEDB,P,,3.015473765
NLA06608-2322,511997,1,YES,SEDT,P,1,-26.98071151
NLA06608-2332,512527,1,YES,SEDT,P,1,-21.61133619
NLA06608-2333,503688,1,YES,SEDT,P,1,24.6198523
NLA06608-2333,503687,1,YES,SEDB,P,,27.88432643
NLA06608-2345,511407,1,YES,SEDT,P,1,15.67928058
NLA06608-2354,508907,1,YES,SEDT,P,1,-20.73426667
NLA06608-2354,508908,1,YES,SEDB,P,,-1.988286331
NLA06608-2372,511767,1,YES,SEDT,P,1,-12.30328082
NLA06608-2379,513747,1,YES,SEDT,P,1,-17.99275556
NLA06608-2418,508128,1,YES,SEDT,P,1,-10.41313116
NLA06608-2418,508127,1,YES,SEDB,P,,2.070096031
NLA06608-2429,509337,1,YES,SEDT,P,1,-15.61391185
NLA06608-2438,517757,1,YES,SEDT,P,1,4.207165925
NLA06608-2450,505687,1,YES,SEDT,P,1,17.90757363
NLA06608-2453,510737,1,YES,SEDT,P,1,-6.010451126
NLA06608-2457,511117,1,YES,SEDT,P,1,7.236989606
NLA06608-2463,502258,1,YES,SEDT,P,1,1.479487255
NLA06608-2477,504977,1,YES,SEDT,P,1,-4.625831844
NLA06608-2477,504978,1,YES,SEDB,P,,-1.182127831
NLA06608-2481,504577,1,YES,SEDT,P,1,-11.24974492
NLA06608-2492,503237,1,YES,SEDT,P,1,-19.81672055
NLA06608-2497,505677,1,YES,SEDT,P,1,-13.33856487
NLA06608-2497,505678,1,YES,SEDB,P,,7.993228697
NLA06608-2507,512158,1,YES,SEDT,P,1,-6.556048124
NLA06608-2513,513058,1,YES,SEDT,P,1,-7.983506622
NLA06608-2513,513057,1,YES,SEDB,P,,-10.05620501
NLA06608-2523,512097,1,YES,SEDT,P,1,-27.65300842
NLA06608-2523,512098,1,YES,SEDB,P,,-14.72077264
NLA06608-2524,504097,1,YES,SEDT,P,1,-11.66622204
NLA06608-2524,504098,1,YES,SEDB,P,,6.690951026
NLA06608-2565,513657,1,YES,SEDT,P,1,-1.852521203
NLA06608-2565,513658,1,YES,SEDB,P,,-3.861813405
NLA06608-2566,508738,1,YES,SEDT,P,1,-7.599866055
NLA06608-2566,508737,1,YES,SEDB,P,,-10.91086651
NLA06608-2593,502027,1,YES,SEDT,P,1,-16.86540445
NLA06608-2593,502028,1,YES,SEDB,P,,-25.83212144
NLA06608-2629,503177,1,YES,SEDT,P,1,-16.63199854
NLA06608-2629,503178,1,YES,SEDB,P,,-1.686592007
NLA06608-2634,512717,1,YES,SEDT,P,1,5.278949554
NLA06608-2634,512718,1,YES,SEDB,P,,5.705151194
NLA06608-2640,513387,1,YES,SEDT,P,1,-13.67008246
NLA06608-2644,512147,1,YES,SEDT,P,1,2.297565164
NLA06608-2655,511017,1,YES,SEDT,P,1,-30.94581286
NLA06608-2657,513667,1,YES,SEDT,P,1,-4.150969871
NLA06608-2657,513668,1,YES,SEDB,P,,-1.775493176
NLA06608-2663,514827,1,YES,SEDT,P,1,-9.344181685
NLA06608-2673,517617,1,YES,SEDT,P,1,9.724935836
NLA06608-2673,517618,1,YES,SEDB,P,,1.436267783
NLA06608-2685,511417,1,YES,SEDT,P,1,17.47163236
NLA06608-2685,511418,1,YES,SEDB,P,,9.65872665
NLA06608-2696,514697,1,YES,SEDT,P,1,-15.50534119
NLA06608-2704,507787,1,YES,SEDT,P,1,-12.22976156
NLA06608-2708,512737,1,YES,SEDT,P,1,-7.281374609
NLA06608-2714,509927,1,YES,SEDT,P,1,19.62437864
NLA06608-2715,509167,1,YES,SEDT,P,1,-7.709271167
NLA06608-2726,517357,1,YES,SEDT,P,1,7.380575148
NLA06608-2726,517358,1,YES,SEDB,P,,-12.20374812
NLA06608-2740,512747,1,YES,SEDT,P,1,-13.46041708
NLA06608-2753,508887,1,YES,SEDT,P,1,-21.19632095
NLA06608-2753,508888,1,YES,SEDB,P,,-15.94659523
NLA06608-2759,508937,1,YES,SEDT,P,1,9.654094448
NLA06608-2776,516287,1,YES,SEDT,P,1,-20.67367878
NLA06608-2779,512798,1,YES,SEDT,P,1,-14.98342085
NLA06608-2779,512797,1,YES,SEDB,P,,-5.808540741
NLA06608-2797,504757,1,YES,SEDT,P,1,-6.941832586
NLA06608-2800,517967,1,YES,SEDT,P,1,22.85692819
NLA06608-2801,502007,1,YES,SEDT,P,1,5.825334116
NLA06608-2807,513817,1,YES,SEDT,P,1,-7.079165048
NLA06608-2823,516517,1,YES,SEDT,P,1,21.71647729
NLA06608-2824,512587,1,YES,SEDT,P,1,-12.08772564
NLA06608-2831,513377,1,YES,SEDT,P,1,-18.666883
NLA06608-2833,509227,1,YES,SEDT,P,1,-1.527864352
NLA06608-2833,509228,1,YES,SEDB,P,,-11.75121903
NLA06608-2874,517977,1,YES,SEDT,P,1,-4.975411501
NLA06608-2881,516757,1,YES,SEDT,P,1,4.889786919
NLA06608-2881,516758,1,YES,SEDB,P,,-0.981257731
NLA06608-2889,510777,1,YES,SEDT,P,1,-6.93703008
NLA06608-2889,510778,1,YES,SEDB,P,,3.319006839
NLA06608-2891,512767,1,YES,SEDT,P,1,-13.32960507
NLA06608-2891,512768,1,YES,SEDB,P,,-1.263584861
NLA06608-2916,510617,1,YES,SEDT,P,1,-6.147488846
NLA06608-2924,507057,1,YES,SEDT,P,1,-21.29973047
NLA06608-2954,511867,1,YES,SEDT,P,1,-10.81062882
NLA06608-2954,511868,1,YES,SEDB,P,,-10.09014082
NLA06608-2955,506047,1,YES,SEDT,P,1,-13.83713905
NLA06608-2972,511347,1,YES,SEDT,P,1,-30.64991109
NLA06608-2972,511348,1,YES,SEDB,P,,-41.53284833
NLA06608-2987,513607,1,YES,SEDT,P,1,-21.94576919
NLA06608-2987,513608,1,YES,SEDB,P,,-3.245230719
NLA06608-2996,509177,1,YES,SEDT,P,1,-27.31384556
NLA06608-3032,516317,1,YES,SEDT,P,1,-25.28144457
NLA06608-3035,507467,1,YES,SEDT,P,1,-16.36983447
NLA06608-3035,507468,1,YES,SEDB,P,,-11.0601907
NLA06608-3083,509387,1,YES,SEDT,P,1,-15.97242914
NLA06608-3096,516847,1,YES,SEDT,P,1,1.0404299
NLA06608-3121,513617,1,YES,SEDT,P,1,-13.96757705
NLA06608-3147,504207,1,YES,SEDT,P,1,-14.96482117
NLA06608-3147,504208,1,YES,SEDB,P,,-32.94290636
NLA06608-3153,517727,1,YES,SEDT,P,1,7.492382273
NLA06608-3153,517728,1,YES,SEDB,P,,-8.699098841
NLA06608-3157,503017,1,YES,SEDT,P,1,-3.250748937
NLA06608-3160,512807,1,YES,SEDT,P,1,-26.94813447
NLA06608-3169,511927,1,YES,SEDT,P,1,-12.53984587
NLA06608-3169,511928,1,YES,SEDB,P,,-25.99048039
NLA06608-3228,516867,1,YES,SEDT,P,1,-18.15175323
NLA06608-3265,517267,1,YES,SEDT,P,1,2.572620845
NLA06608-3265,517268,1,YES,SEDB,P,,1.211234911
NLA06608-3303,514647,1,YES,SEDT,P,1,-24.40494403
NLA06608-3313,511057,1,YES,SEDT,P,1,-10.16629288
NLA06608-3329,505637,1,YES,SEDT,P,1,16.80550558
NLA06608-3329,505638,1,YES,SEDB,P,,21.37343326
NLA06608-3484,509667,1,YES,SEDT,P,1,-23.74020878
NLA06608-3484,509668,1,YES,SEDB,P,,-17.34524302
NLA06608-3608,512837,1,YES,SEDT,P,1,-17.69835223
NLA06608-3644,513147,1,YES,SEDT,P,1,-24.37895738
NLA06608-3644,513148,1,YES,SEDB,P,,-20.38099639
NLA06608-3656,509757,1,YES,SEDT,P,1,-35.630975
NLA06608-3656,509758,1,YES,SEDB,P,,-14.35458293
NLA06608-3660,502167,1,YES,SEDT,P,1,-20.56547853
NLA06608-3698,513417,1,YES,SEDT,P,1,0.533504677
NLA06608-3698,513418,1,YES,SEDB,P,,10.10101328
NLA06608-3846,508727,1,YES,SEDT,P,1,8.074072519
NLA06608-3846,508728,1,YES,SEDB,P,,4.075635587
NLA06608-3890,505417,1,YES,SEDT,P,1,-7.573294282
NLA06608-3890,505418,1,YES,SEDB,P,,-5.206674221
NLA06608-3911,508347,1,YES,SEDT,P,1,2.180441712
NLA06608-4252,513127,1,YES,SEDT,P,1,-1.487171075
NLA06608-4252,513128,1,YES,SEDB,P,,-9.165699615
NLA06608-4413,507397,1,YES,SEDT,P,1,-15.60671036
NLA06608-4413,507398,1,YES,SEDB,P,,-7.481501778
NLA06608-4650,510677,1,YES,SEDT,P,1,4.00776928
NLA06608-4686,507977,1,YES,SEDT,P,1,8.780957103
NLA06608-4698,508357,1,YES,SEDT,P,1,-25.46947638
NLA06608-9999,503907,1,YES,SEDT,P,1,6.399589147
NLA06608-9999,503908,1,YES,SEDB,P,,0.036818887
NLA06608-ACAD_LAKES_0435,513457,1,YES,SEDT,P,1,4.299522055
NLA06608-ACAD_LAKES_0435,513458,1,YES,SEDB,P,,3.317488467
NLA06608-ALPS:1218,509967,1,YES,SEDT,P,1,-21.3024098
NLA06608-ALPS:1218,509968,1,YES,SEDB,P,,-18.20165477
NLA06608-ALSC:020149,517437,1,YES,SEDT,P,1,0.406829457
NLA06608-ALSC:020149,517438,1,YES,SEDB,P,,-6.227336964
NLA06608-ELS:1C3-003,511367,1,YES,SEDT,P,1,2.484128768
NLA06608-ELS:1C3-003,511368,1,YES,SEDB,P,,-8.31860016
NLA06608-ELS:1D1-035,503987,1,YES,SEDT,P,1,-17.85197489
NLA06608-ELS:1D1-035,503988,1,YES,SEDB,P,,-6.396157817
NLA06608-ELS:1D2-087,503677,1,YES,SEDT,P,1,2.632069233
NLA06608-ELS:1D2-087,503678,1,YES,SEDB,P,,4.518515102
NLA06608-ELS:1E1-052,509037,1,YES,SEDT,P,1,-5.598127503
NLA06608-ELS:1E1-052,509038,1,YES,SEDB,P,,-2.053811713
NLA06608-ELS:1E1-096,510217,1,YES,SEDT,P,1,9.326334241
NLA06608-ELS:1E1-096,510218,1,YES,SEDB,P,,8.562281418
NLA06608-ELS:1E2-027,506817,1,YES,SEDT,P,1,6.818930093
NLA06608-ELS:1E2-027,506818,1,YES,SEDB,P,,1.716008049
NLA06608-ELS:1E3-012,503957,1,YES,SEDT,P,1,-2.551033102
NLA06608-ELS:1E3-012,503958,1,YES,SEDB,P,,0.052580642
NLA06608-ELS:1E3-071,508187,1,YES,SEDT,P,1,3.287624814
NLA06608-ELS:1E3-071,508188,1,YES,SEDB,P,,-5.887253327
NLA06608-ELS:2B2-008,503567,1,YES,SEDT,P,1,-4.387485382
NLA06608-ELS:2B2-008,503568,1,YES,SEDB,P,,-4.470956604
NLA06608-ELS:2C2-048,503547,1,YES,SEDT,P,1,8.636144066
NLA06608-ELS:2C2-048,503548,1,YES,SEDB,P,,0.347890911
NLA06608-ELS:2C3-018,512287,1,YES,SEDT,P,1,4.65366831
NLA06608-ELS:2C3-018,512288,1,YES,SEDB,P,,-3.040657769
NLA06608-ELS:2D3-008,511727,1,YES,SEDT,P,1,-33.48887435
NLA06608-ELS:2D3-008,511728,1,YES,SEDB,P,,-9.21898781
NLA06608-ELS-1C2-032,508157,1,YES,SEDT,P,1,6.270658229
NLA06608-ELS-1C2-032,508158,1,YES,SEDB,P,,11.28912355
NLA06608-EMAP:ME011L,504537,1,YES,SEDT,P,1,18.51354873
NLA06608-EMAP:ME011L,504538,1,YES,SEDB,P,,5.174615657
NLA06608-EMAP:ME012L,508877,1,YES,SEDT,P,1,-8.791946311
NLA06608-EMAP:ME012L,508878,1,YES,SEDB,P,,-19.01028438
NLA06608-EMAP:ME254L,509057,1,YES,SEDT,P,1,-5.432333162
NLA06608-EMAP:ME254L,509058,1,YES,SEDB,P,,1.127974616
NLA06608-EMAP:ME-263L,509977,1,YES,SEDT,P,1,0.181558567
NLA06608-EMAP:ME-263L,509978,1,YES,SEDB,P,,-9.019674358
NLA06608-EMAP:ME-518L,507847,1,YES,SEDT,P,1,-0.408659056
NLA06608-EMAP:ME-518L,507848,1,YES,SEDB,P,,-6.375795768
NLA06608-EMAP-NH250L,506917,1,YES,SEDT,P,1,2.563705856
NLA06608-EMAP-NH250L,506918,1,YES,SEDB,P,,-2.56850821
NLA06608-FL:107895579,513807,1,YES,SEDT,P,1,-21.11076395
NLA06608-FL:107895579,513808,1,YES,SEDB,P,,-22.44405872
NLA06608-FL:16674741,511907,1,YES,SEDT,P,1,-3.424191546
NLA06608-FL:16674741,511908,1,YES,SEDB,P,,-6.224082851
NLA06608-FL:18261987,512847,1,YES,SEDT,P,1,5.25730507
NLA06608-FL:18261987,512848,1,YES,SEDB,P,,-1.955531152
NLA06608-FL:99324403,513727,1,YES,SEDT,P,1,7.828503441
NLA06608-FL:99324403,513728,1,YES,SEDB,P,,7.757800447
NLA06608-FL:99344895,508927,1,YES,SEDT,P,1,-2.154859765
NLA06608-IN:646,512477,1,YES,SEDT,P,1,-4.38209001
NLA06608-IN:646,512478,1,YES,SEDB,P,,-26.07960074
NLA06608-MI:7007,510467,1,YES,SEDT,P,1,-7.647755577
NLA06608-MI:7007,510468,1,YES,SEDB,P,,-22.53095242
NLA06608-MN:03-0029,508257,1,YES,SEDT,P,1,0.829900469
NLA06608-MN:03-0029,508258,1,YES,SEDB,P,,-4.185413534
NLA06608-MN:06-0002,507987,1,YES,SEDT,P,1,-27.08945848
NLA06608-MN:06-0002,507988,1,YES,SEDB,P,,-19.24130374
NLA06608-MN:11-0102,511657,1,YES,SEDT,P,1,0.060605384
NLA06608-MN:11-0102,511658,1,YES,SEDB,P,,12.03139787
NLA06608-MN:15-0010,508247,1,YES,SEDT,P,1,-10.68504249
NLA06608-MN:15-0010,508248,1,YES,SEDB,P,,-11.93694704
NLA06608-MN:22-0074,517987,1,YES,SEDT,P,1,-9.964222405
NLA06608-MN:22-0074,517988,1,YES,SEDB,P,,-13.28995444
NLA06608-MN:49-0140,518047,1,YES,SEDT,P,1,-29.01700395
NLA06608-MN:49-0140,518048,1,YES,SEDB,P,,-4.074016288
NLA06608-MN:51-0063,510748,1,YES,SEDT,P,1,-42.56743839
NLA06608-MN:51-0063,510747,1,YES,SEDB,P,,-23.62595386
NLA06608-MN:56-0306,516737,1,YES,SEDT,P,1,-18.33405033
NLA06608-MN:56-0306,516738,1,YES,SEDB,P,,-12.96918463
NLA06608-MN:61-0037,517997,1,YES,SEDT,P,1,-21.95186052
NLA06608-MN:61-0037,517998,1,YES,SEDB,P,,-2.918825312
NLA06608-MN:74-0023,516257,1,YES,SEDT,P,1,-6.001942073
NLA06608-MN:74-0023,516258,1,YES,SEDB,P,,-11.77893172
NLA06608-MN:75-0200,506517,1,YES,SEDT,P,1,-27.02821508
NLA06608-MN:75-0200,506518,1,YES,SEDB,P,,-34.83788402
NLA06608-MN:77-0019,516367,1,YES,SEDT,P,1,-14.08954755
NLA06608-MN:77-0019,516368,1,YES,SEDB,P,,-28.00086169
NLA06608-MN:87-0030,510767,1,YES,SEDT,P,1,-30.29425154
NLA06608-MN:87-0030,510768,1,YES,SEDB,P,,-21.78747084
NLA06608-NELP-0253,511617,1,YES,SEDT,P,1,-12.21830636
NLA06608-NELP-0253,511618,1,YES,SEDB,P,,-16.73855807
NLA06608-NELP-0955,505597,1,YES,SEDT,P,1,-11.00863612
NLA06608-NELP-0955,505598,1,YES,SEDB,P,,-11.32318406
NLA06608-NELP-1041,509947,1,YES,SEDT,P,1,-0.316823365
NLA06608-NELP-1041,509948,1,YES,SEDB,P,,1.746335615
NLA06608-NELP-1330,508757,1,YES,SEDT,P,1,-5.880198162
NLA06608-NELP-1330,508758,1,YES,SEDB,P,,-0.0716272
NLA06608-NELP-2155,511097,1,YES,SEDT,P,1,1.725969223
NLA06608-NELP-2155,511098,1,YES,SEDB,P,,5.710405835
NLA06608-NELP-3355,512267,1,YES,SEDT,P,1,9.087773569
NLA06608-NELP-3355,512268,1,YES,SEDB,P,,3.812115566
NLA06608-NELP-3586,510497,1,YES,SEDT,P,1,-6.075909575
NLA06608-NELP-3586,510498,1,YES,SEDB,P,,-6.285799684
NLA06608-NH4912,504397,1,YES,SEDT,P,1,-3.507465289
NLA06608-NH4912,504398,1,YES,SEDB,P,,-12.55934043
NLA06608-NV:2,517237,1,YES,SEDT,P,1,4.523438557
NLA06608-NV:2,517238,1,YES,SEDB,P,,6.732876009
NLA06608-NV:3,517037,1,YES,SEDT,P,1,7.082121499
NLA06608-NV:3,517038,1,YES,SEDB,P,,-0.402293745
NLA06608-NV:4,517117,1,YES,SEDT,P,1,11.07321352
NLA06608-OH:19,517487,1,YES,SEDT,P,1,-14.59574081
NLA06608-OH:19,517488,1,YES,SEDB,P,,-7.391846497
NLA06608-OH:22,515747,1,YES,SEDT,P,1,-4.565184101
NLA06608-OH:22,515748,1,YES,SEDB,P,,-13.56061066
NLA06608-R10BULLTR,515617,1,YES,SEDT,P,1,-9.939227242
NLA06608-R10BULLTR,515618,1,YES,SEDB,P,,2.025360582
NLA06608-R10DEERLA,508267,1,YES,SEDT,P,1,12.47338602
