SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,SAMPLED_CORE,DATECORE,INDXSAMP_CORE,SAMPLE_CATEGORY,SAMPLE_ID,SAMPLE_TYPE,SAMPLE_CLASS,CORE_LENGTH,INTERVAL_FROM,INTERVAL_TO,FLAG_FLD_CORE,COMMENT_FLD_CORE,DATATYPE,VISIT_ID
NLA06608-0083,1,PROB_Lake,Target_Sampled,YES (Both),6/13/2007,YES,P,502698,SEDB,BOT,27,24,25,,,CORE,7574
NLA06608-0083,2,PROB_Lake,Target_Sampled,YES (Both),8/9/2007,NO,P,506977,SEDT,TOP,12.3,0,1,,,CORE,7575
NLA06608-0083,2,PROB_Lake,Target_Sampled,YES (Both),8/9/2007,NO,P,506978,SEDB,BOT,12.3,9.3,10.3,,,CORE,7575
NLA06608-0085,1,PROB_Lake,Target_Sampled,YES (Top only),7/10/2007,YES,P,503057,SEDT,TOP,10.5,0,1,,,CORE,7576
NLA06608-0085,2,PROB_Lake,Target_Sampled,YES (Top only),8/20/2007,NO,P,511467,SEDT,TOP,14.8,0,1,IM,CORE LENGTH CHANGED (148),CORE,7577
NLA06608-0086,1,PROB_Lake,Target_Sampled,YES (Top only),8/2/2007,YES,P,504057,SEDT,TOP,26.5,0,1,,,CORE,7578
NLA06608-0086,1,PROB_Lake,Target_Sampled,YES (Top only),8/2/2007,YES,P,504058,SEDB,BOT,26.5,,,K,RESERVOIR - NO BOTTOM SAMPLE,CORE,7578
NLA06608-0086,2,PROB_Lake,Target_Sampled,YES (Both),9/20/2007,NO,P,517347,SEDT,TOP,52,0,1,,,CORE,7579
NLA06608-0086,2,PROB_Lake,Target_Sampled,YES (Both),9/20/2007,NO,P,517348,SEDB,BOT,52,49,50,,,CORE,7579
NLA06608-0089,1,PROB_Lake,Target_Sampled,YES (Top only),6/17/2007,YES,P,514197,SEDT,TOP,13,0,1,,,CORE,7580
NLA06608-0089,2,PROB_Lake,Target_Sampled,YES (Top only),7/17/2007,NO,P,509377,SEDT,TOP,50,0,1,,,CORE,7581
NLA06608-0090,1,PROB_Lake,Target_Sampled,YES (Both),6/26/2007,YES,P,504967,SEDT,TOP,36,0,1,,,CORE,7582
NLA06608-0090,1,PROB_Lake,Target_Sampled,YES (Both),6/26/2007,YES,P,504968,SEDB,BOT,36,33,34,,,CORE,7582
NLA06608-0090,2,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,NO,P,509307,SEDT,TOP,35,0,1,F1,ALGAL MAT ON SURFACE,CORE,7583
NLA06608-0090,2,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,NO,P,509308,SEDB,BOT,35,32,33,,,CORE,7583
NLA06608-0091,1,PROB_Lake,Target_Sampled,YES (Both),7/10/2007,YES,P,514978,SEDT,TOP,52.5,0,1,,,CORE,7584
NLA06608-0091,1,PROB_Lake,Target_Sampled,YES (Both),7/10/2007,YES,P,514977,SEDB,BOT,52.5,49.5,50.5,,,CORE,7584
NLA06608-0091,2,PROB_Lake,Target_Sampled,YES (Both),8/13/2007,NO,P,509987,SEDT,TOP,43,0,1,IM,"IM: ALL THE SAMPLES IN THIS SERIES ARE LABELED AS DUPLICATE, BUT NO PRIMARY SERIES WAS RECORDED FOR VISIT 2.",CORE,7585
NLA06608-0091,2,PROB_Lake,Target_Sampled,YES (Both),8/13/2007,NO,P,509988,SEDB,BOT,43,40,41,IM,"IM: ALL THE SAMPLES IN THIS SERIES ARE LABELED AS DUPLICATE, BUT NO PRIMARY SERIES WAS RECORDED FOR VISIT 2.",CORE,7585
NLA06608-0099,1,PROB_Lake,Target_Sampled,YES (Both),7/3/2007,YES,P,514897,SEDT,TOP,31.5,0,1,,,CORE,7586
NLA06608-0099,1,PROB_Lake,Target_Sampled,YES (Both),7/3/2007,YES,P,514898,SEDB,BOT,31.5,28.5,29.5,,,CORE,7586
NLA06608-0099,2,PROB_Lake,Target_Sampled,YES (Both),9/5/2007,NO,P,515797,SEDT,TOP,36,0,1,,,CORE,7587
NLA06608-0099,2,PROB_Lake,Target_Sampled,YES (Both),9/5/2007,NO,P,515798,SEDB,BOT,36,33,34,,,CORE,7587
NLA06608-0101,1,PROB_Lake,Target_Sampled,YES (Both),8/21/2007,YES,P,512227,SEDT,TOP,39,0,1,,,CORE,7588
NLA06608-0101,1,PROB_Lake,Target_Sampled,YES (Both),8/21/2007,YES,P,512228,SEDB,BOT,39,36,37,,,CORE,7588
NLA06608-0102,1,PROB_Lake,Target_Sampled,YES (Both),8/3/2007,YES,P,513347,SEDT,TOP,53,0,1,,,CORE,7589
NLA06608-0102,1,PROB_Lake,Target_Sampled,YES (Both),8/3/2007,YES,P,513348,SEDB,BOT,53,50,51,,,CORE,7589
NLA06608-0104,1,PROB_Lake,Target_Sampled,YES (Top only),6/22/2007,YES,P,506357,SEDT,TOP,35,0,1,,,CORE,7590
NLA06608-0104,2,PROB_Lake,Target_Sampled,YES (Top only),7/24/2007,NO,P,512347,SEDT,TOP,19,0,1,,,CORE,7591
NLA06608-0105,1,PROB_Lake,Target_Sampled,YES (Top only),7/5/2007,YES,P,502407,SEDT,TOP,17,0,1,,,CORE,7592
NLA06608-0105,2,PROB_Lake,Target_Sampled,YES (Top only),9/12/2007,NO,P,510988,SEDT,TOP,18.2,0,1,,,CORE,7593
NLA06608-0107,1,PROB_Lake,Target_Sampled,YES (Both),6/25/2007,YES,P,514707,SEDT,TOP,60.7,0,1,,,CORE,7594
NLA06608-0107,1,PROB_Lake,Target_Sampled,YES (Both),6/25/2007,YES,P,514708,SEDB,BOT,60.7,56.7,57.7,F2,FLOCCULENT UNTIL 15 CM TO CORE BOTTOM,CORE,7594
NLA06608-0110,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,512557,SEDT,TOP,41,0,1,,,CORE,7595
NLA06608-0110,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,512558,SEDB,BOT,41,38,39,,,CORE,7595
NLA06608-0111,1,PROB_Lake,Target_Sampled,YES (Top only),8/1/2007,YES,P,515017,SEDT,TOP,29,0,1,,,CORE,7596
NLA06608-0112,1,PROB_Lake,Target_Sampled,YES (Top only),7/9/2007,YES,P,502267,SEDT,TOP,16,0,1,,,CORE,7597
NLA06608-0113,1,PROB_Lake,Target_Sampled,YES (Both),7/16/2007,YES,P,505577,SEDT,TOP,36.5,0,1,,,CORE,7598
NLA06608-0113,1,PROB_Lake,Target_Sampled,YES (Both),7/16/2007,YES,P,505578,SEDB,BOT,36.5,33.5,34.5,,,CORE,7598
NLA06608-0115,1,PROB_Lake,Target_Sampled,YES (Both),7/18/2007,YES,P,505177,SEDT,TOP,32.5,0,1,,,CORE,7599
NLA06608-0115,1,PROB_Lake,Target_Sampled,YES (Both),7/18/2007,YES,P,505178,SEDB,BOT,32.5,29.5,30.5,,,CORE,7599
NLA06608-0116,1,PROB_Lake,Target_Sampled,YES (Top only),6/28/2007,YES,P,503347,SEDT,TOP,54.3,0,1,,,CORE,7600
NLA06608-0120,1,PROB_Lake,Target_Sampled,YES (Top only),6/18/2007,YES,P,502568,SEDT,TOP,45,0,1,,,CORE,7601
NLA06608-0120,2,PROB_Lake,Target_Sampled,YES (Top only),9/26/2007,NO,P,517007,SEDT,TOP,70,0,1,,,CORE,7602
NLA06608-0124,1,PROB_Lake,Target_Sampled,YES (Both),7/19/2007,YES,P,512187,SEDT,TOP,29,0,1,,,CORE,7604
NLA06608-0124,1,PROB_Lake,Target_Sampled,YES (Both),7/19/2007,YES,P,512188,SEDB,BOT,29,26,27,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,7604
NLA06608-0126,1,PROB_Lake,Target_Sampled,YES (Both),6/21/2007,YES,P,503457,SEDT,TOP,25,0,1,,,CORE,7605
NLA06608-0126,1,PROB_Lake,Target_Sampled,YES (Both),6/21/2007,YES,P,503458,SEDB,BOT,25,24,25,F1,SAMPLE TAKEN AT BOTTOM,CORE,7605
NLA06608-0126,2,PROB_Lake,Target_Sampled,YES (Both),8/28/2007,NO,P,517367,SEDT,TOP,26,0,1,,,CORE,7606
NLA06608-0126,2,PROB_Lake,Target_Sampled,YES (Both),8/28/2007,NO,P,517368,SEDB,BOT,26,23,24,,,CORE,7606
NLA06608-0127,1,PROB_Lake,Target_Sampled,YES (Top only),7/11/2007,YES,P,505607,SEDT,TOP,27,0,1,,,CORE,7607
NLA06608-0128,1,PROB_Lake,Target_Sampled,YES (Top only),6/21/2007,YES,P,514107,SEDT,TOP,34,0,1,,,CORE,7608
NLA06608-0128,2,PROB_Lake,Target_Sampled,YES (Top only),8/25/2007,NO,P,510177,SEDT,TOP,47,0,1,,,CORE,7609
NLA06608-0129,1,PROB_Lake,Target_Sampled,YES (Both),7/21/2007,YES,P,507727,SEDT,TOP,36,0,1,,,CORE,7610
NLA06608-0129,1,PROB_Lake,Target_Sampled,YES (Both),7/21/2007,YES,P,507728,SEDB,BOT,36,33,34,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,7610
NLA06608-0129,2,PROB_Lake,Target_Sampled,NO,9/16/2007,NO,P,509597,SEDT,TOP,,0,1,K,COULD NOT GET A SEDIMENT SAMPLE AFTER MANY ATTEMPTS.,CORE,7611
NLA06608-0129,2,PROB_Lake,Target_Sampled,NO,9/16/2007,NO,P,509598,SEDB,BOT,,,,K,COULD NOT GET A SEDIMENT SAMPLE AFTER MANY ATTEMPTS.,CORE,7611
NLA06608-0130,1,PROB_Lake,Target_Sampled,YES (Top only),8/13/2007,YES,P,511967,SEDT,TOP,28,0,1,,,CORE,7612
NLA06608-0132,1,PROB_Lake,Target_Sampled,YES (Top only),8/28/2007,YES,P,511127,SEDT,TOP,56,0,1,,,CORE,7613
NLA06608-0134,1,PROB_Lake,Target_Sampled,YES (Both),7/24/2007,YES,P,508137,SEDT,TOP,43.5,0,1,,,CORE,7614
NLA06608-0134,1,PROB_Lake,Target_Sampled,YES (Both),7/24/2007,YES,P,508138,SEDB,BOT,43.5,40.5,41.5,,,CORE,7614
NLA06608-0137,1,PROB_Lake,Target_Sampled,NO,9/17/2007,YES,P,508328,SEDT,TOP,,,,K,WINDS TOO STRONG. WAVES TOO HIGH TOO DEEP TO CONTROL SAMPLER; DID NOT ACQUIRE SAMPLER.,CORE,7615
NLA06608-0139,1,PROB_Lake,Target_Sampled,YES (Both),7/11/2007,YES,P,504418,SEDT,TOP,34.5,0,1,IM,CORE LENGTH CHANGED (345),CORE,7616
NLA06608-0139,1,PROB_Lake,Target_Sampled,YES (Both),7/11/2007,YES,P,504417,SEDB,BOT,345,31.5,32.5,,,CORE,7616
NLA06608-0140,1,PROB_Lake,Target_Sampled,YES (Top only),6/20/2007,YES,P,514857,SEDT,TOP,57,0,1,,,CORE,7617
NLA06608-0141,1,PROB_Lake,Target_Sampled,YES (Both),8/23/2007,YES,P,505348,SEDT,TOP,56,0,1,,,CORE,7618
NLA06608-0141,1,PROB_Lake,Target_Sampled,YES (Both),8/23/2007,YES,P,505347,SEDB,BOT,56,53,54,,,CORE,7618
NLA06608-0142,1,PROB_Lake,Target_Sampled,YES (Both),8/13/2007,YES,P,514847,SEDT,TOP,28.5,0,1,,,CORE,7619
NLA06608-0142,1,PROB_Lake,Target_Sampled,YES (Both),8/13/2007,YES,P,514848,SEDB,BOT,28.5,25.5,26.5,,,CORE,7619
NLA06608-0144,1,PROB_Lake,Target_Sampled,YES (Top only),8/2/2007,YES,P,514657,SEDT,TOP,34,0,1,,,CORE,7620
NLA06608-0144,2,PROB_Lake,Target_Sampled,YES (Top only),9/13/2007,NO,P,508947,SEDT,TOP,57.8,0,1,,,CORE,7621
NLA06608-0148,1,PROB_Lake,Target_Sampled,YES (Top only),7/26/2007,YES,P,503897,SEDT,TOP,24.5,0,1,,,CORE,7622
NLA06608-0149,1,PROB_Lake,Target_Sampled,YES (Both),7/18/2007,YES,P,505657,SEDT,TOP,41,0,1,,,CORE,7623
NLA06608-0149,1,PROB_Lake,Target_Sampled,YES (Both),7/18/2007,YES,P,505658,SEDB,BOT,41,38,39,,,CORE,7623
NLA06608-0150,1,PROB_Lake,Target_Sampled,YES (Both),8/2/2007,YES,P,509937,SEDT,TOP,58,0,1,F1,CORE WENT TO TOP OF TUBE,CORE,7624
NLA06608-0150,1,PROB_Lake,Target_Sampled,YES (Both),8/2/2007,YES,P,509938,SEDB,BOT,58,55,56,,,CORE,7624
NLA06608-0152,1,PROB_Lake,Target_Sampled,YES (Top only),7/17/2007,YES,P,509197,SEDT,TOP,40,0,1,,,CORE,7625
NLA06608-0153,1,PROB_Lake,Target_Sampled,YES (Top only),8/30/2007,YES,P,512108,SEDT,TOP,11,0,1,,,CORE,7626
NLA06608-0155,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,503868,SEDT,TOP,46.5,0,1,,,CORE,7627
NLA06608-0155,1,PROB_Lake,Target_Sampled,YES (Both),7/31/2007,YES,P,503867,SEDB,BOT,46.5,45,46,,,CORE,7627
NLA06608-0158,1,PROB_Lake,Target_Sampled,YES (Both),9/5/2007,YES,P,511698,SEDT,TOP,19.5,0,1,,,CORE,7628
NLA06608-0158,1,PROB_Lake,Target_Sampled,YES (Both),9/5/2007,YES,P,511697,SEDB,BOT,19.5,16.5,17.5,,,CORE,7628
NLA06608-0161,1,PROB_Lake,Target_Sampled,YES (Both),8/15/2007,YES,P,513687,SEDT,TOP,31,0,1,,,CORE,7629
NLA06608-0161,1,PROB_Lake,Target_Sampled,YES (Both),8/15/2007,YES,P,513688,SEDB,BOT,31,28,29,,,CORE,7629
NLA06608-0162,1,PROB_Lake,Target_Sampled,YES (Both),8/28/2007,YES,P,509557,SEDT,TOP,31,0,1,,,CORE,7630
NLA06608-0162,1,PROB_Lake,Target_Sampled,YES (Both),8/28/2007,YES,P,509558,SEDB,BOT,31,28,29,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,7630
NLA06608-0167,1,PROB_Lake,Target_Sampled,YES (Both),7/23/2007,YES,P,506747,SEDT,TOP,38,0,1,,,CORE,7631
NLA06608-0167,1,PROB_Lake,Target_Sampled,YES (Both),7/23/2007,YES,P,506748,SEDB,BOT,38,35,36,,,CORE,7631
NLA06608-0167,2,PROB_Lake,Target_Sampled,YES (Both),8/29/2007,NO,P,509817,SEDT,TOP,36,0,1,,,CORE,7632
NLA06608-0167,2,PROB_Lake,Target_Sampled,YES (Both),8/29/2007,NO,P,509818,SEDB,BOT,36,33,34,,,CORE,7632
NLA06608-0168,1,PROB_Lake,Target_Sampled,YES (Top only),6/13/2007,YES,P,514297,SEDT,TOP,1,0,1,F1,COARSE SUBSTRATE,CORE,7633
NLA06608-0169,1,PROB_Lake,Target_Sampled,YES (Top only),7/5/2007,YES,P,502377,SEDT,TOP,,0,1,IM,CORE LENGTH NOT RECORDED (ONLY TOP COLLECTED),CORE,7634
NLA06608-0169,2,PROB_Lake,Target_Sampled,YES (Top only),9/13/2007,NO,P,509857,SEDT,TOP,22.2,0,1,,,CORE,7635
NLA06608-0170,1,PROB_Lake,Target_Sampled,YES (Both),9/21/2007,YES,P,517447,SEDT,TOP,44,0,1,,,CORE,7636
NLA06608-0170,1,PROB_Lake,Target_Sampled,YES (Both),9/21/2007,YES,P,517448,SEDB,BOT,44,42,43,,,CORE,7636
NLA06608-0173,1,PROB_Lake,Target_Sampled,YES (Top only),7/11/2007,YES,P,508078,SEDT,TOP,17.2,0,1,,,CORE,7637
NLA06608-0174,1,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,YES,P,506287,SEDT,TOP,36,0,1,,,CORE,7638
NLA06608-0174,1,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,YES,P,506288,SEDB,BOT,36,33,34,,,CORE,7638
NLA06608-0174,2,PROB_Lake,Target_Sampled,YES (Both),8/28/2007,NO,P,515378,SEDT,TOP,56,0,1,IM1,THIS IS A VISIT 2 AND TEAM LISTED SAMPLE TYPE AS D (DUPLICATE) AND THE DUPLICATE AS R (REPLICATE). IM CHANGED TO P FOR PRIMARY. PER KELLY O'HARA,CORE,7639
NLA06608-0174,2,PROB_Lake,Target_Sampled,YES (Both),8/28/2007,NO,P,515377,SEDB,BOT,56,53,54,IM1,THIS IS A VISIT 2 AND TEAM LISTED SAMPLE TYPE AS D (DUPLICATE) AND THE DUPLICATE AS R (REPLICATE). IM CHANGED TO P FOR PRIMARY. PER KELLY O'HARA,CORE,7639
NLA06608-0175,1,PROB_Lake,Target_Sampled,YES (Top only),8/30/2007,YES,P,509787,SEDT,TOP,16,0,1,,,CORE,7640
NLA06608-0176,1,PROB_Lake,Target_Sampled,YES (Both),9/7/2007,YES,P,516277,SEDT,TOP,34,0,1,,,CORE,7641
NLA06608-0176,1,PROB_Lake,Target_Sampled,YES (Both),9/7/2007,YES,P,516278,SEDB,BOT,34,31,32,,,CORE,7641
NLA06608-0177,1,PROB_Lake,Target_Sampled,YES (Top only),8/22/2007,YES,P,512247,SEDT,TOP,23.3,0,1,,,CORE,7642
NLA06608-0179,1,PROB_Lake,Target_Sampled,YES (Top only),6/4/2007,YES,P,503147,SEDT,TOP,42,0,1,,,CORE,7643
NLA06608-0179,2,PROB_Lake,Target_Sampled,YES (Top only),8/29/2007,NO,P,515597,SEDT,TOP,50.8,0,1,,,CORE,7644
NLA06608-0180,1,PROB_Lake,Target_Sampled,YES (Top only),8/29/2007,YES,P,510107,SEDT,TOP,25,0,1,,,CORE,7645
NLA06608-0181,1,PROB_Lake,Target_Sampled,NO,9/20/2007,YES,P,517907,SEDT,TOP,,,,K,"COULD NOT GET SAMPLER TO WORK IN HIGH WAVES, DEEP WATER.",CORE,7646
NLA06608-0183,1,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,YES,P,505167,SEDT,TOP,36.5,0,1,,,CORE,7647
NLA06608-0183,1,PROB_Lake,Target_Sampled,YES (Both),7/25/2007,YES,P,505168,SEDB,BOT,36.5,33.5,34.5,,,CORE,7647
NLA06608-0184,1,PROB_Lake,Target_Sampled,YES (Top only),6/15/2007,YES,P,514937,SEDT,TOP,41,0,1,,,CORE,7648
NLA06608-0185,1,PROB_Lake,Target_Sampled,YES (Top only),8/14/2007,YES,P,507237,SEDT,TOP,37.6,0,1,,,CORE,7649
NLA06608-0189,1,PROB_Lake,Target_Sampled,YES (Top only),6/11/2007,YES,P,502747,SEDT,TOP,36,0,1,,,CORE,7650
NLA06608-0189,2,PROB_Lake,Target_Sampled,YES (Top only),7/10/2007,NO,P,506018,SEDT,TOP,29,0,1,,,CORE,7651
NLA06608-0190,1,PROB_Lake,Target_Sampled,YES (Both),8/14/2007,YES,P,507697,SEDT,TOP,55,0,1,,,CORE,7652
NLA06608-0190,1,PROB_Lake,Target_Sampled,YES (Both),8/14/2007,YES,P,507698,SEDB,BOT,55,52,53,,,CORE,7652
NLA06608-0191,1,PROB_Lake,Target_Sampled,YES (Top only),7/21/2007,YES,P,512427,SEDT,TOP,28,0,1,,,CORE,7653
NLA06608-0193,1,PROB_Lake,Target_Sampled,NO,7/11/2007,YES,P,506617,SEDT,TOP,,0,1,K,UNABLE TO SAMPLE SEDIMENT.  TOO INCOHESIVE FOR CORE (WE TRIED 4 TIMES) - GLACIAL FLOUR SEDIMENT.,CORE,7654
NLA06608-0195,1,PROB_Lake,Target_Sampled,YES (Both),6/12/2007,YES,P,503447,SEDT,TOP,18,0,1,,,CORE,7655
NLA06608-0195,1,PROB_Lake,Target_Sampled,YES (Both),6/12/2007,YES,P,503448,SEDB,BOT,18,15,16,,,CORE,7655
NLA06608-0196,1,PROB_Lake,Target_Sampled,NO,,YES,,,,,,,,K,NO CORE SAMPLE COLLECTED (EQUIPMENT MALFUNCTION),CORE,
NLA06608-0198,1,PROB_Lake,Target_Sampled,YES (Both),7/24/2007,YES,P,510657,SEDT,TOP,54,0,1,,,CORE,7657
NLA06608-0198,1,PROB_Lake,Target_Sampled,YES (Both),7/24/2007,YES,P,510658,SEDB,BOT,54,51,52,,,CORE,7657
NLA06608-0201,1,PROB_Lake,Target_Sampled,NO,9/18/2007,YES,P,516617,SEDT,TOP,,,,K,NOT TAKEN,CORE,7658
NLA06608-0203,1,PROB_Lake,Target_Sampled,YES (Top only),8/2/2007,YES,P,513397,SEDT,TOP,13.5,0,1,,,CORE,7660
NLA06608-0204,1,PROB_Lake,Target_Sampled,YES (Top only),9/12/2007,YES,P,517027,SEDT,TOP,23,0,1,,,CORE,7661
NLA06608-0207,1,PROB_Lake,Target_Sampled,YES (Top only),7/18/2007,YES,P,503077,SEDT,TOP,23,0,1,,,CORE,7662
NLA06608-0207,2,PROB_Lake,Target_Sampled,YES (Top only),9/5/2007,NO,P,509207,SEDT,TOP,13,0,1,,,CORE,7663
NLA06608-0208,1,PROB_Lake,Target_Sampled,YES (Top only),9/6/2007,YES,P,518187,SEDT,TOP,25,0,1,,,CORE,7664
NLA06608-0209,1,PROB_Lake,Target_Sampled,YES (Both),7/19/2007,YES,P,506208,SEDT,TOP,11,0,1,,,CORE,7665
NLA06608-0209,1,PROB_Lake,Target_Sampled,YES (Both),7/19/2007,YES,P,506207,SEDB,BOT,11,8,9,,,CORE,7665
NLA06608-0209,2,PROB_Lake,Target_Sampled,YES (Both),9/27/2007,NO,P,517747,SEDT,TOP,28.5,0,1,,,CORE,7666
NLA06608-0209,2,PROB_Lake,Target_Sampled,YES (Both),9/27/2007,NO,P,517748,SEDB,BOT,28.5,25.5,26.5,,,CORE,7666
NLA06608-0211,1,PROB_Lake,Target_Sampled,YES (Both),8/7/2007,YES,P,511777,SEDT,TOP,22,0,1,F2,COULD NOT GET 35CM CORE.,CORE,7667
NLA06608-0211,1,PROB_Lake,Target_Sampled,YES (Both),8/7/2007,YES,P,511778,SEDB,BOT,22,19,20,,,CORE,7667
NLA06608-0212,1,PROB_Lake,Target_Sampled,YES (Top only),7/12/2007,YES,P,513037,SEDT,TOP,29,0,1,,,CORE,7668
NLA06608-0212,1,PROB_Lake,Target_Sampled,YES (Top only),7/12/2007,YES,P,513038,SEDB,BOT,29,,,K,"RESERVOIR, NO BOTTOM SAMPLE",CORE,7668
NLA06608-0215,1,PROB_Lake,Target_Sampled,YES (Both),8/22/2007,YES,P,510257,SEDT,TOP,41,0,1,,,CORE,7669
NLA06608-0215,1,PROB_Lake,Target_Sampled,YES (Both),8/22/2007,YES,P,510258,SEDB,BOT,41,38,39,,,CORE,7669
NLA06608-0216,1,PROB_Lake,Target_Sampled,YES (Top only),7/6/2007,YES,P,514517,SEDT,TOP,37,0,1,,,CORE,7670
NLA06608-0217,1,PROB_Lake,Target_Sampled,YES (Top only),6/24/2007,YES,P,505507,SEDT,TOP,29,0,1,,,CORE,7671
NLA06608-0219,1,PROB_Lake,Target_Sampled,YES (Both),8/1/2007,YES,P,511577,SEDT,TOP,35,0,1,,,CORE,7672
NLA06608-0219,1,PROB_Lake,Target_Sampled,YES (Both),8/1/2007,YES,P,511578,SEDB,BOT,35,32,33,,,CORE,7672
NLA06608-0220,1,PROB_Lake,Target_Sampled,YES (Both),8/2/2007,YES,P,513357,SEDT,TOP,41,0,1,,,CORE,7673
NLA06608-0220,1,PROB_Lake,Target_Sampled,YES (Both),8/2/2007,YES,P,513358,SEDB,BOT,41,38,39,,,CORE,7673
NLA06608-0221,1,PROB_Lake,Target_Sampled,YES (Top only),6/28/2007,YES,P,506127,SEDT,TOP,52,0,1,,,CORE,7674
NLA06608-0222,1,PROB_Lake,Target_Sampled,YES (Both),6/27/2007,YES,P,503657,SEDT,TOP,10,0,1,,,CORE,7675
NLA06608-0222,1,PROB_Lake,Target_Sampled,YES (Both),6/27/2007,YES,P,503658,SEDB,BOT,10,7,8,,,CORE,7675
NLA06608-0223,1,PROB_Lake,Target_Sampled,YES (Top only),6/27/2007,YES,P,502917,SEDT,TOP,14,0,1,,,CORE,7676
NLA06608-0223,2,PROB_Lake,Target_Sampled,YES (Top only),8/29/2007,NO,P,502827,SEDT,TOP,27,0,1,,,CORE,7677
NLA06608-0224,1,PROB_Lake,Target_Sampled,NO,7/19/2007,YES,P,506027,SEDT,TOP,,0,1,K,DID NOT HAVE CORER. USED EKMON DREDGE.,CORE,7678
NLA06608-0224,2,PROB_Lake,Target_Sampled,YES (Top only),9/23/2007,NO,P,516477,SEDT,TOP,15,0,1,,,CORE,7679
NLA06608-0225,1,PROB_Lake,Target_Sampled,YES (Top only),7/11/2007,YES,P,514038,SEDT,TOP,44.5,0,1,,,CORE,7680
NLA06608-0225,2,PROB_Lake,Target_Sampled,NO,,NO,,,,,,,,K,ONLY Hg SAMPLE COLLECTED,CORE,
NLA06608-0226,1,PROB_Lake,Target_Sampled,YES (Both),7/9/2007,YES,P,508468,SEDT,TOP,9,0,1,,,CORE,7682
NLA06608-0226,1,PROB_Lake,Target_Sampled,YES (Both),7/9/2007,YES,P,508467,SEDB,BOT,9,6,7,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,CORE,7682
NLA06608-0228,1,PROB_Lake,Target_Sampled,YES (Top only),6/26/2007,YES,P,502288,SEDT,TOP,13.7,0,1,,,CORE,7683
NLA06608-0228,1,PROB_Lake,Target_Sampled,YES (Top only),6/26/2007,NO,D,502297,SEDT,TOP,15.9,0,1,,,CORE,7683
NLA06608-0228,2,PROB_Lake,Target_Sampled,YES (Top only),8/6/2007,NO,P,504887,SEDT,TOP,12,0,1,G2,"4 ATTEMPTS TO GET MORE. IM-TEAM INDICATED CAT. AS ""D"" POSSIBLY FOR VISIT 2?, NO PRIMARY SAMPLE RECORDED.",CORE,7684
NLA06608-0229,1,PROB_Lake,Target_Sampled,YES (Both),9/13/2007,YES,P,517427,SEDT,TOP,30,0,1,,,CORE,7685
NLA06608-0229,1,PROB_Lake,Target_Sampled,YES (Both),9/13/2007,YES,P,517428,SEDB,BOT,30,28,29,,,CORE,7685
NLA06608-0234,1,PROB_Lake,Target_Sampled,YES (Both),8/23/2007,YES,P,515567,SEDT,TOP,41.5,0,1,,,CORE,7687
NLA06608-0234,1,PROB_Lake,Target_Sampled,YES (Both),8/23/2007,YES,P,515568,SEDB,BOT,41.5,38.5,39.5,,,CORE,7687
NLA06608-0235,1,PROB_Lake,Target_Sampled,YES (Both),7/16/2007,YES,P,514998,SEDT,TOP,47,0,1,,,CORE,7688
NLA06608-0235,1,PROB_Lake,Target_Sampled,YES (Both),7/16/2007,YES,P,514997,SEDB,BOT,47,44,45,,,CORE,7688
NLA06608-0237,1,PROB_Lake,Target_Sampled,YES (Top only),6/26/2007,YES,P,502427,SEDT,TOP,12,0,1,,,CORE,7690
NLA06608-0237,2,PROB_Lake,Target_Sampled,YES (Top only),7/17/2007,NO,P,515147,SEDT,TOP,15,0,1,IM,"TEAM INDICATED CAT. AS ""D"" POSSIBLY FOR VISIT 2?, NO PRIMARY SAMPLE RECORDED.",CORE,7691
NLA06608-0238,1,PROB_Lake,Target_Sampled,YES (Both),7/11/2007,YES,P,503637,SEDT,TOP,33,0,1,,,CORE,7692
NLA06608-0238,1,PROB_Lake,Target_Sampled,YES (Both),7/11/2007,YES,P,503638,SEDB,BOT,33,30,31,,,CORE,7692
NLA06608-0239,1,PROB_Lake,Target_Sampled,YES (Top only),7/24/2007,YES,P,507067,SEDT,TOP,5,0,1,,,CORE,7693
NLA06608-0240,1,PROB_Lake,Target_Sampled,YES (Top only),7/25/2007,YES,P,507617,SEDT,TOP,32,0,1,,,CORE,7694
NLA06608-0241,1,PROB_Lake,Target_Sampled,YES (Top only),8/15/2007,YES,P,502997,SEDT,TOP,22.8,0,1,,,CORE,7695
NLA06608-0242,1,PROB_Lake,Target_Sampled,YES (Both),8/2/2007,YES,P,513537,SEDT,TOP,22,0,1,,,CORE,7696
